"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-01",100.575,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-02",100.4506,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-03",100.3535,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.2736,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.0903,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.7519,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.3597,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.2071,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.37472,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-10",99.58406,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-11",99.72742,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-12",99.65856,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-01",99.64722,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.65076,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.5249,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.41866,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.40201,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.47251,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.57191,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.61531,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.69073,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.81636,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.96487,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-12",100.0373,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-01",100.2131,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-02",100.4785,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.551,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.3113,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.0295,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.0072,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.1617,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.4468,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.6986,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.7483,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.6695,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.4289,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.1647,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.92888,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.75215,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.58078,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.35371,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.27355,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.33616,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.41072,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.3765,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.3472,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.30657,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.23741,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.36145,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.61063,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.70234,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.68749,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.65944,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.46991,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.35497,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.42695,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.49052,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.66822,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.83862,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.85722,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.78468,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.76852,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.71714,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.71447,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.87215,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.93356,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.91334,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.93631,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.95876,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.94481,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.84389,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-12",99.70438,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-01",99.6749,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-02",99.74519,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.77561,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-04",99.72581,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-05",99.62428,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-06",99.5185,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-07",99.47687,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-08",99.49513,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-09",99.63769,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-10",99.82,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-11",99.96503,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.1198,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.2109,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.1882,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.1339,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.0849,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.0879,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.1482,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.2273,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.1821,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.0845,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.0675,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.1235,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.1218,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.051,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.0212,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.9359,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.92036,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.90884,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.85932,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.76505,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.70403,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.53478,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.25623,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-07",101.7512,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-08",101.6933,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-09",101.576,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-10",101.4676,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-11",101.3251,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.1088,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-01",100.906,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-02",100.7596,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.6869,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.6448,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.629,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.5955,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.4962,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.3056,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.0637,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.94579,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.0045,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.1881,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.3644,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-02",100.5078,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-03",100.6394,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.69,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.6877,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.5827,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-07",100.4321,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-08",100.2879,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-09",100.1441,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.98259,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-11",99.87939,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-12",99.76579,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-01",99.59364,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.45373,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.46471,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.68903,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-05",99.93085,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.0708,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-07",100.129,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-08",100.1263,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-09",100.1364,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.2058,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.3391,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-12",100.4781,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-01",100.6093,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-02",100.5979,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-03",100.567,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.5372,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.5172,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-06",100.5611,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-07",100.6212,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.6298,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.6021,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.5922,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.6342,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-12",100.7161,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-01",100.7726,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.75,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.641,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.5243,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.4871,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.5255,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.4769,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.2624,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.0033,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-10",99.97157,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.1892,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.4878,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.6802,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.7119,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.6721,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.5702,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.4166,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.338,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-07",100.3122,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.3343,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.4604,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.6443,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.7518,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.8041,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.8199,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.7618,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.6913,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.6701,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.6867,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.6691,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.6394,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-08",100.5129,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.3402,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.1229,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-11",99.88068,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-12",99.69203,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.4911,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.19777,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-03",98.85535,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.44651,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-05",98.06689,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-06",97.80293,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.75225,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.83569,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.83825,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-10",97.57935,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.34113,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-12",97.20554,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-01",97.13251,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-02",97.12735,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-03",97.31233,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.69488,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-05",98.08229,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-06",98.38265,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.5759,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-08",98.75745,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.95299,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.038,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.06617,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.14158,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.23507,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.28246,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.30692,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.3047,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.28454,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.25941,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.19518,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.16508,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.15222,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.19563,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.3092,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.39493,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.40142,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.31369,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-03",99.09877,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.96474,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.93945,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-06",98.84206,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-07",98.60125,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.32545,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.21761,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.24854,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.39722,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.60191,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.81741,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.96399,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.04035,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.0527,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.02552,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.92729,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.8605,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.85084,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.88667,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.94094,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.94817,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.90919,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.97594,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.08733,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.19135,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.29209,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.44286,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.55223,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.61195,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.58009,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.49712,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.42796,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.46349,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.55285,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.59249,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.61094,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.66984,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.76349,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.81233,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.82948,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.81565,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.8091,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.82694,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.87483,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.96729,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.1264,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.282,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.3626,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.3875,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.3827,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.3336,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.2996,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.2131,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.1329,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.1006,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.2071,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.3523,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.3994,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.3249,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.2025,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.1363,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.1448,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.2142,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.2288,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.1852,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.187,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.216,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.2373,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.2975,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.3565,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.365,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.3784,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.446,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.5309,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.595,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.6188,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.6509,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.7066,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.7645,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.8401,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.8582,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.8491,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.8624,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.8959,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.909,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.8853,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.8642,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.8585,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.8605,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.8123,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.7497,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.665,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.5691,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.4776,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.4116,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.454,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.5315,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.5621,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.5381,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.4545,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.3313,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.1772,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.1122,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.1053,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-04",103.0146,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-05",102.8156,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-06",102.8579,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-07",103.1562,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-08",103.1503,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-09",102.5327,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-10",101.7788,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-11",101.2549,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.741,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-01",99.9045,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-02",99.63644,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-03",99.94942,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.4129,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.9386,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-06",101.3105,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-07",101.5646,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-08",101.6548,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-09",101.5706,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-10",101.5358,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-11",101.6365,
